alim_grp_nom;alim_nom;energie;eau;protéines;glucides;lipides;sucre;amidon;fibre;cendres;alcool;acides gras;ag saturés;cholestérol (mg/100 g);sel;fer (mg/100 g);magnésium (mg/100 g);potassium (mg/100 g);vitamine D (µg/100 g);vitamine E (mg/100 g);vitamine K1 (µg/100 g);vitamine C (mg/100 g);vitamine B1 (mg/100 g);vitamine B2 (mg/100 g);vitamine B3 (mg/100 g);vitamine B5 (mg/100 g);vitamine B6 (mg/100 g);vitamine B9 (µg/100 g);vitamine B12 (µg/100 g)
fruits, légumes, légumineuses et oléagineux;Sésame, grillé, graine décortiquée;-;5;17;9,14;48;0,48;-;16,9;4;0;52,25;6,72;0;0,098;7,78;346;406;0;0,25;0;0;1,21;0,47;5,44;0,68;0,15;96;0
fruits, légumes, légumineuses et oléagineux;Châtaigne ou Marron, appertisé;-;62,7;1,96;28,8;1,4;3,9;17,4;4;1,1;0;0,4;0,4;0,2;0,13;< 1;24,1;359;-;< 0,1;-;-;< 0,05;0,07;1,5;0,44;0,22;58;-
fruits, légumes, légumineuses et oléagineux;Amande, mondée, émondée ou blanchie;-;4,51;21,4;8,76;52,5;4,63;1;9,9;2,91;0;53,69;3,95;0;0,048;3,28;268;659;0;23,8;0;0;0,19;0,71;3,5;0,31;0,12;49;0
fruits, légumes, légumineuses et oléagineux;Amande, grillée, salée;-;2,41;21,1;8,72;53,9;4,86;0,73;10,9;3,07;0;99,865;4,09;0;1,25;3,73;279;713;0;23,9;0;0;0,077;1,2;3,64;0,32;0,14;55;0
fruits, légumes, légumineuses et oléagineux;Noix de macadamia, grillée, salée;-;1,61;7,04;9,95;70,2;4,4;4,2;9,5;1,7;0;76,035;11;0;0,9;2,65;118;363;0;0,57;0;0,7;0,71;0,087;2,27;0,6;0,36;10;0
fruits, légumes, légumineuses et oléagineux;Pistache, grillée;-;2,43;18,4;18,6;47,4;7,74;1,38;10,1;3,03;0;84,848;5,52;0;0,015;4,1;115;1020;0;2,42;13,2;3,33;0,78;0,2;1,37;0,51;1,3;50,8;0
fruits, légumes, légumineuses et oléagineux;Tournesol, graine, grillé, salé;-;1,2;19,3;15,1;49,8;2,73;-;9;5,6;0;52,701;5,22;0;1,64;3,8;129;850;0;26,1;2,7;1,4;0,11;0,25;7,04;7,04;0,8;237;0
fruits, légumes, légumineuses et oléagineux;Noix de pécan, salées;-;-;10,2;5;73;4,9;0,1;3;1;0;7,1;7,1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
fruits, légumes, légumineuses et oléagineux;Chia, graine, séchée;-;5,8;16,5;7,72;30,7;-;-;34,4;4,8;0;56,09;3,33;0;0,04;7,72;335;407;-;0,5;-;1,6;0,62;0,17;8,83;-;-;49;0
fruits, légumes, légumineuses et oléagineux;Mélange apéritif de graines (non salées) et fruits séchés;-;25,6;8,29;32,2;26,3;7;16,4;6,36;1,22;0;24,07;5,07;-;0,3;4;120;712;-;-;-;-;-;-;-;-;-;-;-
fruits, légumes, légumineuses et oléagineux;Mélange apéritif de graines (non salées) et raisins secs;541;6,1;12,5;31,8;37,2;29,4;2,2;9,6;2,5;0;69,88;4,96;12;0,018;3,1;160;750;< 0,25;8,88;8,8;< 0,5;0,15;0,036;2,35;0,94;0,092;34,4;0
fruits, légumes, légumineuses et oléagineux;Noisette grillée, salée;-;-;13,4;7,67;61,2;2,91;4,76;9,43;0,83;0;6,43;6,43;-;0,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-
fruits, légumes, légumineuses et oléagineux;Lin, brun, graine;-;5,8;18;3,56;42,2;1,4;< 0,35;26,9;3,52;0;79,65;4,61;-;0,095;5,7;300;750;< 0,25;0,5;4,55;-;0,47;< 0,01;< 0,1;0,81;0,17;71,6;-
fruits, légumes, légumineuses et oléagineux;Cacahuète, grillée, sans sel ajouté;-;1,81;23,4;11,3;51,9;2,54;8,72;8,67;2,92;0;84,211;7,93;0;0,018;1,58;178;634;0;4,93;0;0;0,15;0,2;14,4;1,01;0,47;97;0
fruits, légumes, légumineuses et oléagineux;Noix de cajou, grillée, non salée;618;1,7;17,4;21,3;48,1;6,64;10,8;8,4;2,6;0;90,98;8,24;-;0,015;5,4;260;610;< 0,25;1,33;34,7;< 0,5;0,4;0,031;1,03;0,83;0,11;30,2;-
fruits, légumes, légumineuses et oléagineux;Noix de cajou, grillée à sec, non salée;630;1,3;17,4;23,5;49;6,63;11,8;5,7;2,59;0;92,8;8,87;-;0,02;5,7;280;680;< 0,25;0,58;31,3;< 0,5;0,36;0,049;0,56;0,98;0,17;25,6;-
fruits, légumes, légumineuses et oléagineux;Pâte d'amande, préemballée;432;6,6;5,8;70,3;13,5;60,1;< 0,35;2,8;0,84;0;25,43;1,05;0;0,018;0,88;74;190;< 0,25;5,52;< 0,8;< 0,5;0,029;0,02;0,34;0,15;0,019;13,5;-
fruits, légumes, légumineuses et oléagineux;Beurre de cacahuète ou Pâte d'arachide;-;1,23;22,2;16,1;52,5;10,5;3,56;5;2,89;0;96,147;10,4;0;0,97;1,92;174;629;0;6,9;0,3;0;0,16;0,15;14,1;1,09;0,47;70;0
fruits, légumes, légumineuses et oléagineux;Tahin ou Purée de sésame;-;3,03;17,7;13,8;53,4;0,49;-;7;5,05;0;58,23;7,48;0;0,19;6,69;95;437;0;0,25;0;4,2;1,41;0,3;5,55;0,69;0,15;98;0
fruits, légumes, légumineuses et oléagineux;Arachide, bouillie/cuite à l'eau, salée;-;41,8;15,5;9,54;22;2,47;-;8,8;2,42;0;23,721;3,06;0;1,88;1,01;102;180;0;4,1;0;0;0,26;0,063;5,26;0,83;0,15;75;0
fruits, légumes, légumineuses et oléagineux;Soja, graine entière;432;7,77;34,5;20,8;19,2;7,33;12,3;13;4,79;0;35,302;2,72;0;0,0075;15,7;253;1740;0;0,85;47;6;0,87;0,87;1,62;1,36;0,4;328;0
produits céréaliers;Blé dur précuit, grains entiers, cuit, non salé;149;61,9;5,54;27,4;0,9;traces;25;3,8;0,4;0;1,62;0,23;0,16;< 0,013;0,78;28;99;0;< 0,08;-;< 0,5;0,061;< 0,01;0,26;0,29;0,052;10,2;0
produits céréaliers;Nouilles asiatiques cuites, aromatisées;147;67,5;4,78;18,8;4,3;2;-;6,3;1,33;0;4,11;0,5;-;1,2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits céréaliers;Pâtes ou nouilles asiatiques au blé, cuites, nature, non salées;165;66,9;3,5;21,4;6,9;-;19,8;1;0,34;0;13,0796;3,16;-;0,23;0,32;9,1;26;-;-;< 0,8;-;0,023;< 0,01;0,1;0,91;< 0,01;< 5;0,073
produits céréaliers;Riz complet, cuit, non salé;158;60,4;3,21;32,6;1;< 0,2;30,4;2,3;0,44;0;1,574;0,17;1,16;< 0,01;0,32;49;43;0;0,08;< 0,8;< 0,5;0,065;< 0,01;0,25;0,38;0,049;29,4;0,094
produits céréaliers;Riz blanc, cuit, non salé;145;63,9;2,92;31,8;0,41;< 0,2;27,7;0,8;0,13;0;0,225;0,076;0,75;< 0,01;0,04;7,1;16;0;< 0,08;< 0,8;< 0,5;0,03;< 0,01;0,16;0,21;0,029;9,9;0,032
produits céréaliers;Riz blanc étuvé, cuit, non salé;146;63,5;2,95;31,7;0,56;0,11;28,5;1,1;0,22;0;0,569;0,33;0;0,0059;< 0,1;10;41,7;0;0,01;0;0;0,07;0,019;0,4;0,15;< 0,05;12,1;0
produits céréaliers;Riz rouge, cuit, non salé;141;63,1;3,45;28,2;0,69;-;27;4;0,6;0;0;-;-;0,0088;< 1;54,5;75,4;-;< 0,1;-;-;0,11;< 0,05;< 0,05;0,29;0,44;9;-
produits céréaliers;Riz sauvage, cuit, non salé;102;73,9;3,8;19,7;0,34;0,73;-;1,8;0,4;0;0,358;0,049;0;0,0075;0,6;32;101;0;0,24;0,5;0;0,052;0,087;1,29;0,15;0,14;26;0
produits céréaliers;Riz thaï, cuit, non salé;143;64,7;2,92;30,5;0,7;traces;30,3;1,1;< 0,25;0;1,36;0,3;-;< 0,013;< 0,05;4;12;< 0,25;-;< 0,8;< 0,5;< 0,015;< 0,01;< 0,1;0,068;< 0,01;26,3;-
produits céréaliers;Riz basmati, cuit, non salé;117;71,1;2,74;24,4;0,6;traces;23,6;1;< 0,25;0;1,13;0,3;-;< 0,013;0,17;7,1;18;< 0,25;-;< 0,8;< 0,5;< 0,015;< 0,01;< 0,1;0,13;< 0,01;8,77;-
produits céréaliers;Flocons d'avoine, bouillis/cuits à l'eau;75,5;-;2,54;11,9;1,52;0,27;11,6;1,7;0,34;0;2,594;0,31;0;0,01;0,9;27;70;0;0,08;0,3;0;0,076;0,016;0,23;0,31;0,005;6;0
produits céréaliers;Orge perlée, bouilli/cuite à l'eau, non salée;119;68,8;2,26;24,4;0,44;0,28;-;3,8;0,27;0;0,445;0,093;0;0,0075;1,33;22;93;0;0,01;0,8;0;0,083;0,062;2,06;0,14;0,12;16;0
produits céréaliers;Mil, cuit, non salé;116;71,4;3,51;22,4;1;0,13;-;1,3;0,41;0;1,028;0,17;0;0,005;0,63;44;62;0;0,02;0,3;0;0,11;0,082;1,33;0,17;0,11;19;0
produits céréaliers;Quinoa, bouilli/cuit à l'eau, non salé;149;61,6;4,66;27,9;1,1;0,87;24,3;3,8;0,93;0;1,99;0,14;0;0,015;1,6;71;220;0;0,88;< 0,8;0;0,14;0,014;0,2;0,61;0,089;49,9;0
produits céréaliers;Polenta ou semoule de maïs, cuite, non salée;77,5;79,9;1,38;16,9;< 0,3;0,1;15,3;1,6;< 0,25;0;0;< 0,01;2,28;< 0,01;0,21;4;24;-;< 0,08;< 0,8;< 0,5;< 0,015;< 0,01;< 0,1;0,049;0,023;< 5;0,03
produits céréaliers;Graine de couscous (semoule de blé dur précuite), cuite, non salée;157;60,6;4,56;31;1;1,6;26,1;2,3;0,48;0;1,83;0,25;0;< 0,013;0,53;19;110;0;< 0,08;< 0,8;< 0,5;0,064;< 0,01;0,24;0,32;0,43;12,4;0
produits céréaliers;Boulgour de blé, cuit, non salé;111;71,5;3,73;21,7;0,5;traces;18,4;2,2;0,35;0;0,84;0,11;0;0,018;0,55;22;95;0;< 0,08;0,5;< 0,5;0,047;< 0,01;0,34;0,19;0,039;10,8;0
produits céréaliers;Pâtes sèches standard, cuites, non salées;126;68,3;3,99;25;0,55;0,6;21,7;1,9;0,23;0;0,397;0,11;1,27;< 0,01;0,43;17;34;0;< 0,08;< 0,8;< 0,5;0,025;< 0,01;0,52;0,28;0,022;23,5;0,014
produits céréaliers;Pâtes fraîches, aux oeufs, cuites, non salées;168;59,1;5,76;32;1,3;-;17,5;1,5;0,33;0;0;-;20;0,042;1,1;20,9;61;< 0,2;< 0,1;-;-;0,07;0,06;0,21;0,37;< 0,05;9,2;0,24
produits céréaliers;Pâtes sèches, aux oeufs, cuites, non salées;134;68,1;4,57;23;2;0,8;19,7;2;0,3;0;2,941;0,34;34,3;< 0,01;0,57;16;25;< 0,25;0,19;< 0,8;< 0,5;0,02;0,014;< 0,1;0,2;0,033;24,1;0,14
produits céréaliers;Pâtes sèches, sans gluten, cuites, non salées;163;60,1;3,09;34,4;1,1;0,49;34;1;0,26;0;2;0,29;7,08;0,015;0,48;23;32;-;< 0,08;< 0,8;< 0,5;0,04;< 0,01;0,15;0,17;0,019;12,7;0,09
produits céréaliers;Pâtes sèches, au blé complet, cuites, non salées;128;67,5;4,55;23,4;0,9;0,6;21,6;3,3;0,34;0;0,7702;0,099;< 0,7;< 0,01;0,98;36;65;0;< 0,08;< 0,8;< 0,5;0,07;0,021;0,16;0,19;0,032;10,5;0,021
produits céréaliers;Pâtes, sans gluten, à base de riz et maïs, cuites à l'eau, non salées;170;58;3,15;36,6;0,8;traces;36,2;1,3;< 0,25;0;1,46;0,35;-;< 0,013;0,13;8,6;15;-;0,12;< 0,8;-;< 0,015;< 0,01;< 0,1;0,058;0,019;6,32;-
produits céréaliers;Pâtes, sans gluten, à base de lentilles corail, cuites à l'eau, non salées;168;56,8;11,7;25,1;0,8;1,03;22;4,9;0,66;0;1,44;0,16;-;< 0,013;2,7;59;240;-;< 0,08;2,12;-;0,12;< 0,01;0,21;0,29;0,066;23,1;-
produits céréaliers;Vermicelle de riz, cuite, non salée;89,3;77,8;1,43;20,1;< 0,5;< 0,2;19,3;< 0,5;< 0,25;0;0;< 0,01;0;0,024;0,08;1,3;2,2;< 0,25;0,03;< 0,8;< 0,5;< 0,015;< 0,01;< 0,1;0,054;< 0,01;6,57;0
produits céréaliers;Vermicelle de soja, cuite, non salée;61,2;84,4;< 0,57;14,4;0,1;-;14,4;0,8;< 0,1;0;0;-;-;0,0063;< 1;2,9;1,2;-;< 0,1;-;-;< 0,05;< 0,05;< 0,05;0,11;< 0,05;10;-
produits céréaliers;Gnocchi à la semoule, cuit;185;-;5,6;34,4;2,4;0,2;-;1,8;1,2;0;0,4;0,4;-;1,2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits céréaliers;Gnocchi à la pomme de terre, cuit;177;55,5;5,01;33,6;2,05;1,1;29,3;2;1,58;0;3,681;0,26;129;1,01;0,7;18,8;184;< 0,5;0,92;-;-;0,084;< 0,04;1,6;0,24;0,12;27,1;0,15
produits céréaliers;Gnocchi, cuit (aliment moyen);181;54,8;6,34;34;7,88;0,65;;1,9;1,53;0;0,33;0,33;;1,06;0,75;17;158;;;;;;;;;;;
produits céréaliers;Frik (blé dur immature concassé), cuit, non salé;76;79,6;2,04;14;0,48;-;12,1;3,5;0,4;0;0;-;-;0,005;1;30,4;95,5;-;< 0,1;-;-;< 0,05;< 0,05;1,6;0,24;0,06;18;-
produits céréaliers;Épeautre, cru;344;11;14,6;59,5;2,43;6,68;52,8;10,7;1,78;0;2,579;0,41;0;0,02;4,44;136;388;-;0,79;3,6;0;0,36;0,11;6,84;1,07;0,23;45;0
produits céréaliers;Blé de Khorasan, cru;342;11,1;14,5;59,5;2,13;7,74;51,7;11,1;1,67;0;1,27;0,2;0;0,013;3,77;130;403;-;0,61;1,8;0;0,57;0,18;6,38;0,95;0,26;-;-
produits céréaliers;Blé tendre entier ou froment, cru;-;-;-;-;-;-;-;-;0,89;0;1,0714;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits céréaliers;Blé germé, cru;211;47,8;7,49;41,4;1,27;-;-;1,1;0,96;0;1,122;0,21;0;0,04;2,14;82;169;0;-;-;2,6;0,23;0,16;3,09;0,95;0,27;38;0
produits céréaliers;Blé dur entier, cru;343;10,7;12,1;62,4;2,24;3,17;59,2;11;1,64;0;3,115;0,37;0;0,0088;3,51;130;408;0;1,4;30;0;0,38;0,12;6,17;1,02;0,39;32;0
produits céréaliers;Blé dur précuit, entier, cru;359;8,81;13,7;67,7;1,83;0,83;-;6,67;1,31;0;1,31;0,37;0,37;0,01;0;50;950;0;-;-;0;1,11;0;8,4;0,6;0,3;331;0
produits céréaliers;Riz blanc, cru;352;12,5;7,04;78;0,91;0,16;77,8;1,05;0,49;0;1,5337;0,2;0;0,0061;1,57;31,3;121;0;0,08;0,1;0;0,15;0,042;1,92;0,88;0,13;19,3;0
produits céréaliers;Riz blanc étuvé, cru;356;11,3;7,11;78,6;0,98;0,4;72,1;1,32;0,7;0;1,7055;0,21;0;0,012;0,97;31;162;0;0,04;0,1;0;0,42;0,043;5,02;0,79;0,43;13;0
produits céréaliers;Riz complet, cru;350;12,6;7,02;71,4;2,8;0,66;70,7;5;1,2;0;4,7895;0,61;0;0,01;< 1;118;219;0;0,2;1,9;0;0,26;0,05;< 0,05;1,1;0,09;48;0
produits céréaliers;Riz sauvage, cru;344;11,5;11,1;69,2;0,94;2,5;64;5,9;1,3;0;1,0096;0,14;0;0,0068;< 1;90,1;298;0;< 0,1;1,9;0;0,41;0,15;3,5;1,1;0,24;49;0
produits céréaliers;Riz rouge, cru;352;12,4;7,97;70,6;3;-;58,4;4,5;1,5;0;0;-;-;0,028;< 1;130;288;-;0,7;-;-;0,26;0,06;1,7;1,1;0,12;15;-
produits céréaliers;Riz thaï ou basmati, cru;353;12,4;7,67;77,8;0,84;0,17;-;0,92;0,34;0;1,4388;0,19;-;0,014;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits céréaliers;Riz thaï ou basmati, cuit, non salé;-;67,8;2,86;28,3;-;< 0,2;26,4;0,8;0,11;0;0;-;1,11;< 0,01;0,07;7,2;11;-;< 0,08;< 0,8;< 0,5;0,01;< 0,01;< 0,1;0,16;0,03;10,7;0,048
produits céréaliers;Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru;355;12,2;7,14;78,1;1;0,5;-;1,5;0,025;0;0,2;0,2;-;0,025;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits céréaliers;Maïs entier, cru;346;13,6;8,1;67,2;3,7;1,6;64,1;5,7;1,7;0;2,2422;-;-;0,01;3,2;100;320;-;1,7;-;-;0,4;0,14;2,1;0,6;0,5;-;0
produits céréaliers;Avoine, crue;378;8,22;16,9;55,7;6,9;1,2;52,6;10,6;1,72;0;10,967;1,22;0;0,005;4,72;177;429;0;1,09;-;0;0,76;0,14;0,96;1,35;0,12;56;0
produits céréaliers;Orge entière, crue;334;9,44;12,5;56,2;2,3;0,8;52,2;17,3;2,29;0;3,3032;0,48;0;0,03;3,6;133;452;0;0,57;2,2;0;0,65;0,29;4,6;0,28;0,32;19;0
produits céréaliers;Orge perlée, crue;346;10,1;9,91;68,6;1,16;0,8;-;9,1;1,11;0;1,177;0,24;0;0,023;2,5;79;280;0;0,02;2,2;0;0,19;0,11;4,6;0,28;0,26;23;0
produits céréaliers;Mil entier, cru;359;8,69;11;64,3;4,21;-;-;8,5;3,28;0;5,953;0,72;0;0,0068;3,91;107;208;0;0,05;0,9;0;0,42;0,29;4,72;0,85;0,57;57,5;0
produits céréaliers;Quinoa, cru;358;13,3;13,2;58,1;6,07;-;52,2;7;2,38;0;10,164;0,71;0;0,013;4,57;197;563;0;2,44;0;-;0,36;0,32;1,52;0,77;0,49;184;0
produits céréaliers;Amarante, crue;369;11,3;13,5;58,6;7,02;1,68;56,9;6,7;2,88;0;11,522;1,46;0;0,01;7,61;248;508;0;1,19;0;4,2;0,12;0,2;0,92;1,46;0,59;82;0
produits céréaliers;Sorgho entier, cru;349;12,4;10,6;65,4;3,46;2,48;62,9;6,7;1,43;0;4,499;0,61;0;0,005;3,36;165;363;0;0,5;-;0;0,33;0,096;3,69;0,37;0,44;20;0
produits céréaliers;Sarrasin entier, cru;356;10,1;12,9;64,6;3,55;-;-;7;1,95;0;5,433;0,74;0;0,0025;2,2;231;460;0;-;-;0;0,1;0,43;7,02;1,23;0,21;30;0
produits céréaliers;Seigle entier, cru;334;10,7;9,83;61;1,97;0,98;53,8;15;1,64;0;2,8555;0,25;0;0,0073;3,32;104;469;0;1;5,9;0;0,34;0,21;2,99;1,4;0,29;47;0
produits céréaliers;Semoule de blé dur, crue;352;12,1;10,9;71,6;1,25;1;-;3,37;0,78;0;1,7017;0,21;0;0,003;0,92;26,5;152;0;0,1;30;0;0,25;0,063;2,16;0,54;0,094;57;0
produits céréaliers;Semoule de blé dur, cuite, non salée;122;69,6;3,42;24;0,8;3;14,6;1,9;0,33;0;1,44;0,25;-;< 0,013;1;16;96;< 0,25;-;< 0,8;< 0,5;0,053;< 0,01;0,24;0,24;< 0,01;19,5;-
produits céréaliers;Mélange de céréales et légumineuses, cru;354;-;13,7;59;4;4,5;-;11;1,06;0;0,5;0,5;-;0,99;-;70;-;-;-;-;-;-;-;-;-;-;-;-
produits céréaliers;Polenta ou semoule de maïs, précuite, sèche;350;12,6;7,88;74;1,8;-;68;3,2;0,55;0;0;-;-;0,0043;< 1;35;144;-;< 1;-;-;0,07;0,06;< 0,05;0,39;0,08;35;-
produits céréaliers;Graine de couscous (semoule de blé dur précuite), crue;365;8,56;12;72,7;1,45;2,95;64,7;4,33;0,97;0;2,121;0,28;0;0,013;1,08;44;166;0;-;-;0;0,16;0,078;3,49;1,24;0,11;20;0
produits céréaliers;Boulgour de blé, cru;351;9,05;11,5;66,8;1,71;0,41;60;9,57;1,31;0;2,4811;0,27;0;0,043;2,46;140;410;0;0,73;16;0;0,23;0,12;5,11;1,07;0,35;24;0
produits céréaliers;Pâtes sèches standard, crues;336;17,1;11,5;65,8;1,79;2,12;62,5;3;0,8;0;2,715;0,37;0;0,031;1,5;57,5;219;0;0,2;0,1;0;0,12;0,048;1,35;0,37;0,096;23,7;0
produits céréaliers;Pâtes fraîches, aux oeufs, crues;283;-;10,1;53,8;1,87;2,54;-;3,17;0,63;0;0,49;0,49;48,6;0,35;1,29;-;-;-;-;-;-;-;-;-;-;-;-;-
produits céréaliers;Pâtes sèches, aux oeufs, crues;381;9,01;14;68;4,72;2,19;-;3,15;1,12;0;5,158;1,34;84;0,085;1,9;58;244;0,3;0,37;0,5;0;0,17;0,09;2,1;0,91;0,22;29;0,29
produits céréaliers;Pâtes ou nouilles asiatiques au blé et aux oeufs, crues, nature;371;-;11,9;71;3;0,5;-;4;0,99;0;1;1;-;0,99;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits céréaliers;Pâtes sèches, au blé complet, crues;353;11;11,8;67,6;2,2;1,8;65,1;6,1;1,3;0;3,048;0,38;0;0,016;3,2;82,2;378;0;< 0,1;0;0;0,25;0,07;0,87;0,66;0,13;22,4;0
produits céréaliers;Pâtes sèches, sans gluten, crues;356;-;6,17;79;1,24;0,38;-;1,22;0,4;0;1,76;0,24;-;0,0078;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits céréaliers;Vermicelle de riz, sèche;365;9,5;7,44;80,5;1;0;63;1,2;0,34;0;0,3;0,3;-;0,03;< 1;13;20,3;-;< 0,1;-;-;< 0,05;< 0,05;< 0,05;0,22;< 0,05;10;-
produits céréaliers;Vermicelle de soja, sèche;344;13,1;< 0,57;84,7;0,14;1,38;77;1,6;0,21;0;0;0;-;0,039;< 1;9,6;13,2;-;< 0,1;-;-;< 0,05;< 0,05;< 0,05;1,1;< 0,05;7;-
produits céréaliers;Gnocchi à la pomme de terre, cru;176;-;4,66;35;1,42;3,18;-;2,2;1,48;0;0,3;0,3;-;1,18;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits céréaliers;Gnocchi à la semoule, cru;200;-;6,2;37;2,6;9,9;-;1,9;2,21;0;2,6895;0,34;-;2,21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
produits céréaliers;Frik (blé dur immature concassé), cru;323;11,3;9,62;55,8;2,25;-;30,2;19,3;1,7;0;0;-;-;0,011;5,2;114;512;-;< 0,1;-;-;0,24;0,09;3,49;0,82;0,14;68,2;-
produits céréaliers;Pain (aliment moyen);276;30;8,21;54,4;1,61;2,74;45,4;3,84;1,85;0,011;2,8893;0,37;;1,28;1,25;27,7;165;0,16;0,28;0,6;0,3;0,098;0,01;0,63;0,41;0,023;23;
produits céréaliers;Pain, baguette, courante;287;27,5;8,27;58,3;1,4;2,3;48,3;2,7;1,83;0;2,58;0,45;0,075;1,3;1,2;23;180;< 0,25;0,32;< 0,8;< 0,5;0,17;< 0,01;2,88;0,46;< 0,01;26,8;-
produits céréaliers;Pain, baguette ou boule, au levain;261;34,4;7,41;53,1;1,3;2,4;49,3;2,1;1,6;0;1,65586;0,2;-;-;1,3;18,7;124;-;0,16;1;-;0,07;0,02;1,15;0,4;0,06;13,8;-
produits céréaliers;Pain, baguette, de tradition française;279;28,6;8,15;56,6;1;2,1;48,7;3,8;1,81;0;1,88;0,27;-;1,33;1,2;24;150;< 0,25;0,2;< 0,8;< 0,5;0,068;< 0,01;< 0,1;0,38;< 0,01;19,8;-
produits céréaliers;Pain, baguette ou boule, bis (à la farine T80 ou T110) ;265;30,2;8,6;54;0,33;2,39;49,5;4,2;1,38;0;0,440596;0,045;-;-;1,31;33;178;-;0,23;-;-;0,13;0,06;1,66;0,4;0,27;22,4;-
produits céréaliers;Pain courant, 400g ou boule;266;36,9;7,9;52;2;-;-;2,6;1,64;0;2,682;0,42;0;1,33;1;21,3;128;0;0,5;0;0;0,12;0,067;1;0,5;0,053;50,3;0
produits céréaliers;Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110);257;34,5;8,68;49,9;1,19;1,37;44,3;4,33;1,77;0;1,7367;0,17;-;1,37;1,8;36,6;190;-;0,27;-;-;0,13;0,04;2,09;0,51;0,09;19,3;-
produits céréaliers;Pain, baguette ou boule, de campagne;253;34,2;7,52;50;1,3;2,5;40,4;4,3;2,74;0;2,43;0,42;0,37;1,35;1,5;33;190;< 0,25;< 0,08;< 0,8;< 0,5;0,097;< 0,01;< 0,1;0,39;0,051;30,2;-
produits céréaliers;Pain complet ou intégral (à la farine T150);244;36,6;8,38;44,3;1,8;2,2;35,1;6,9;1,98;0;3,32;0,52;0;1,12;2,1;51;240;0,86;0,29;< 0,8;< 0,5;0,11;< 0,01;< 0,1;0,44;0,087;35,6;0
produits céréaliers;Pain de mie, complet;262;35,4;8,51;43,7;4,06;5,69;34,7;6,23;1,97;0,2;5,84;0,96;< 0,5;1,18;1,6;51,5;226;-;0,5;-;-;0,17;0,1;< 0,05;0,56;0,11;25;-
produits céréaliers;Pain de mie, au son;278;34,3;6,84;46;5,5;3,53;30;7;2,53;0;0;-;-;1,35;3,5;76,6;-;-;-;-;-;-;-;1,35;-;-;< 2;-
produits céréaliers;Pain de mie, multicéréale;274;34,4;8,81;43,6;5,41;4,42;39,1;5,74;1,84;0,2;5,8948;1,15;< 0,5;1,29;1,9;40,9;157;< 0,5;3;-;< 1;0,2;0,12;4,2;0,55;0,13;52;-
produits céréaliers;Pain au son;249;33,3;8,03;44,4;2,6;2,04;42,3;6,21;2,43;0;2,1543;0,2;-;1,65;1,8;52,2;253;-;0,2;-;-;0,15;0,04;0,67;0,58;0,16;3,5;-
produits céréaliers;Pain de seigle, et froment;260;32,8;8,27;51,5;1;2,4;44,4;4,5;1,91;0;1,845;0,32;0;1,35;1,2;27;170;< 0,25;0,26;< 0,8;< 0,5;0,11;< 0,01;0,28;0,44;< 0,01;49,3;0
produits céréaliers;Pain, sans gluten;261;33,8;2,62;51,8;3,3;4,9;41,1;6,5;1,96;0;6,08;1,24;4,53;1,56;0,5;16;75;-;0,98;< 0,8;38,6;0,045;0,02;0,15;0,4;0,025;10,7;0,059
produits céréaliers;Pain, baguette, sans sel;279;26,9;8,3;56,5;1,3;8,6;-;2,68;1,6;0;0,3;0,3;-;0,013;-;21,3;129;-;-;-;-;0,069;-;-;-;0,067;23;-
produits céréaliers;Pain panini;272;30,9;7,66;55,9;1,1;2,3;48,3;2,6;1,87;0;0,74;0,22;3;1,55;0,9;29;148;traces;0,4;-;-;0,1;0,1;0,8;0,4;0,17;39;0,1
produits céréaliers;Pain pita;259;34,1;7,53;53;0,92;2,18;48;2,68;1,81;0;0,17;0,17;-;1,38;1;18,1;134;-;< 0,1;-;-;0,11;0,08;2,6;0,49;0,05;21;-
produits céréaliers;Pain de mie, courant;278;33,3;7,13;52,3;3,6;7,8;33,5;1,8;1,65;0,2;6,6;0,58;3,2;1,15;0,7;17;120;0;0,12;2,22;< 0,5;0,12;0,015;0,31;0,43;0,03;13,3;-
produits céréaliers;Pain de mie, sans croûte, préemballé;271;34,8;7,52;49,5;3,8;9,2;31,9;3;1,44;0;6,99;0,35;-;1,06;0,74;20;110;-;< 0,08;3,07;< 0,5;0,091;0,013;0,37;0,42;0,034;18,6;-
produits céréaliers;Pain de mie brioché, préemballé;309;28,3;7,87;52,4;6,5;11,5;28,6;3,1;1,63;0;11,94;0,76;38,2;1,12;0,7;17;110;< 0,25;1,19;5,67;< 0,5;0,11;0,056;0,24;0,76;0,028;14,5;0,26
